FIPS,total_pop,60plus
39111,14239,4128
39113,531987,124285
39115,14773,4162
39117,34935,8133
39119,85933,20112
39121,14498,4882
39123,40769,12744
39125,18951,4622
39127,35983,8197
39129,57075,11657
39131,28291,6786
39133,162080,34412
39135,41328,9917
39137,34037,7762
39139,121533,30674
39141,77125,16764
39143,59559,14131
39145,76871,17977
39147,55549,13111
39149,48902,10525
39151,374273,94437
39153,541318,126698
39155,203341,55450
39157,92531,23202
39159,54688,8714
39161,28262,6946
39163,13142,2934
39165,223868,42520
39167,60871,16090
39169,115915,26488
39171,37061,9106
39173,129504,25640
39175,22190,5467
40001,22136,4650
40003,5877,1503
40005,13899,3468
40007,5445,1333
40009,22971,4406
40011,9680,2357
40013,45068,10589
40015,29437,6475
40017,132922,23558
40019,48407,10584
40021,48404,10095
40023,14979,3990
40025,2221,693
40027,274024,47856
40029,5666,1536
40031,123066,20343
40033,6000,1584
40035,14563,3706
40037,70899,16589
40039,29169,5338
40041,41878,13064
40043,4904,1226
40045,4102,1162
40047,62421,13092
40049,27751,6609
40051,54351,11298
40053,4458,1263
40055,6018,1349
40057,2758,720
40059,3843,963
40061,12746,3332
40063,13519,3354
40065,25574,4799
40067,6270,1681
40069,11039,2703
40071,45173,11238
40073,15510,3176
40075,9127,2493
40077,10621,2798
40079,49860,11673
40081,34759,8429
40083,45326,9257
40085,9843,2454
40087,37919,7891
40089,33026,7755
40091,19874,6489
40093,7730,2064
40095,16226,4545
40097,40929,10002
40099,13797,3407
40101,69471,15273
40103,11421,2862
40105,10448,2710
40107,12160,2764
40109,774203,140665
40111,39121,9272
40113,47350,11772
40115,31725,7607
40117,16448,4188
40119,80634,13033
40121,44673,11478
40123,38289,8264
40125,71614,15322
40127,11132,3171
40129,3734,894
40131,90098,19479
40133,25246,5943
40135,41364,9667
40137,44293,10951
40139,21409,3404
40141,7591,1985
40143,637123,120771
40145,76830,16229
40147,51867,12914
40149,11550,2659
40151,9132,2000
40153,21140,4043
41001,15980,5273
41003,88249,18413
41005,399962,94656
41007,38021,10800
41009,50207,13196
41011,62921,21217
41013,21717,7028
41015,22377,9463
41017,175321,45371
41019,107576,35360
41021,1910,674
41023,7209,2694
41025,7195,2275
41027,22938,4867
41029,212070,60113
41031,22707,5825
41033,84514,28339
41035,66018,18095
41037,7807,2505
41039,363471,90330
41041,47307,17261
41043,121074,29548
41045,30421,6727
41047,330453,68700
41049,11153,2515
41051,788459,143926
41053,79666,18539
41055,1635,536
41057,25840,8856
41059,76736,15752
41061,25810,6683
41063,6864,2625
41065,25687,6940
41067,572071,100693
41069,1415,629
41071,102366,22508
42001,101589,26312
42003,1229605,303430
42005,66737,18721
42007,168161,45796
42009,48891,14259
42011,415500,93051
42013,124736,33231
42015,61546,16679
42017,626486,151809
42019,185984,44846
42021,135871,39200
42023,4754,1626
42025,63987,17239
42027,160646,29386
42029,514652,109411
42031,38747,9831
42033,80539,21111
42035,39321,9199
42037,66615,16359
42039,86847,22995
42041,245801,58099
42043,273329,61034
42045,563384,123831
42047,30781,8608
42049,277794,63334
42051,133160,36302
42053,7388,1971
42055,153003,38030
42057,14631,3928
42059,37338,9105
42061,45686,11826
42063,86551,21114
42065,44258,11961
42067,24448,6272
42069,211960,54892
42071,536494,122633
42073,88231,25000
42075,137616,34280
42077,360774,80015
42079,318222,82489
42081,115398,28691
42083,42070,10418
42085,113623,31083
42087,46452,12596
42089,167306,37614
42091,818677,190034
42093,18302,5047
42095,300941,74273
42097,93038,24903
42099,45878,11279
42101,1569657,287348
42103,55687,15643
42105,17070,5099
42107,144287,38502
42109,40570,9628
42111,75619,21498
42113,6192,2237
42115,41716,11975
42117,41550,11363
42119,45056,10058
42121,52880,15253
42123,40345,11948
42125,207661,55472
42127,51656,15447
42129,356835,103773
42131,27760,7271
42133,442216,99386
44001,49028,12397
44003,164012,40477
44005,83204,22925
44007,633704,128527
44009,126190,33367
45001,24788,7042
45003,165707,41209
45005,9402,2374
45007,194174,45832
45009,14842,3897
45011,21788,4999
45013,179316,56939
45015,204632,37127
45017,14808,4258
45019,387847,82073
45021,56549,12263
45023,32424,7881
45025,46127,10606
45027,34156,10223
45029,37581,9996
45031,67572,16204
45033,31073,6605
45035,151716,28002
45037,26620,6610
45039,22868,6384
45041,138537,30487
45043,61065,20484
45045,490332,100264
45047,69981,16269
45049,20066,4776
45051,310186,90290
45053,27465,6289
45055,63734,15574
45057,86544,22468
45059,66508,16065
45061,17897,4150
45063,281870,59280
45065,9694,3905
45067,31765,8483
45069,27505,6373
45071,37914,9371
45073,75926,22702
45075,89116,22393
45077,121449,25531
45079,404869,68651
45081,20228,4901
45083,297732,63159
45085,107379,22798
45087,27772,7465
45089,32256,8243
45091,251664,48997
46003,2739,732
46005,18163,4501
46007,3440,601
46009,6972,1925
46011,33697,5479
46013,38637,8651
46015,5280,1351
46017,2048,240
46019,10194,2751
46021,1443,487
46023,9319,2183
46025,3642,1071
46027,13907,2187
46029,27963,6325
46031,4177,665
46033,8519,3144
46035,19753,4889
46037,5524,1761
46039,4282,1232
46041,5709,776
46043,2940,884
46045,3971,1113
46047,6783,2370
46049,2327,716
46051,7133,2044
46053,4209,1353
46055,2084,605
46057,5911,1301
46059,3303,1048
46061,3404,758
46063,1281,338
46065,17572,4017
46067,7277,2187
46069,1373,424
46071,3275,660
46073,2034,670
46075,740,252
46077,5000,1532
46079,12350,3478
46081,25018,6595
46083,53147,8390
46085,3882,850
46087,5515,1423
46089,2366,820
46091,4759,1287
46093,27066,5515
46095,2062,457
46097,2255,606
46099,183660,32585
46101,6496,1527
46102,14291,1355
46103,108126,24271
46105,2964,874
46107,2318,860
46109,10250,2568
46111,2366,686
46115,6478,1753
46117,2994,852
46119,1390,375
46121,10016,1102
46123,5480,1628
46125,8242,2273
46127,14929,3448
46129,5502,1683
46135,22660,5565
46137,2837,347
47001,75538,19563
47003,46854,9596
47005,16154,4936
47007,14413,3372
47009,127135,32770
47011,103666,22968
47013,39824,10474
47015,13839,3426
47017,28137,7284
47019,56500,15434
47021,39713,7818
47023,17097,3805
47025,31566,8189
47027,7684,2417
47029,35262,9766
47031,54074,12449
47033,14554,3458
47035,58178,21229
47037,678322,113356
47039,11681,3532
47041,19380,4748
47043,51341,10824
47045,37751,8344
47047,39336,10782
47049,17940,5028
47051,41397,10550
47053,49222,11692
47055,29024,7499
47057,22942,6025
47059,68520,18918
47061,13359,3484
47063,63465,14917
47065,354589,81748
47067,6605,1714
47069,25784,6150
47071,25813,7483
47073,56402,14964
47075,17944,4298
47077,27889,6460
47079,32263,9544
47081,24502,5677
47083,8188,2113
47085,18281,4794
47087,11573,3398
47089,52887,13602
47091,17846,5169
47093,452286,93686
47095,7588,1586
47097,26497,5499
47099,42591,9973
47101,11944,3517
47103,33543,8761
47105,51024,16724
47107,52569,13164
47109,25945,6985
47111,23239,5106
47113,97887,21289
47115,28355,7204
47117,31753,7297
47119,87606,18777
47121,11830,3343
47123,45698,12263
47125,192120,25156
47127,6302,1856
47129,21639,5004
47131,30659,7883
47133,21995,5857
47135,7882,2130
47137,5071,1699
47139,16722,4308
47141,75565,16721
47143,32478,7787
47145,52926,15778
47147,68575,13369
47149,298456,42641
47151,21949,4657
47153,14654,3703
47155,95523,23741
47157,937847,169553
47159,19279,4324
47161,13248,3586
47163,156519,44012
47165,175730,36997
47167,61434,11660
47169,8773,1811
47171,17830,5164
47173,19176,4587
47175,5675,1717
47177,40210,9356
47179,126437,29936
47181,16713,4139
47183,33776,8009
47185,26394,7108
47187,212161,37356
47189,128874,27113
48001,57747,11434
48003,17577,2585
48005,87700,18271
48007,24832,8314
48009,8793,2350
48011,1929,516
48013,48139,9558
48015,29292,7305
48017,7098,1519
48019,21316,7519
48021,80306,16787
48023,3602,1088
48025,32729,5168
48027,336506,47766
48029,1892004,307269
48031,11089,3806
48033,602,171
48035,17955,5546
48037,93635,20099
48039,345995,57101
48041,214231,26525
48043,9220,2537
48045,1591,477
48047,7251,1388
48049,37787,9428
48051,17596,4934
48053,45017,12977
48055,40544,7589
48057,21821,4869
48059,13660,3649
48061,420201,71392
48063,12670,3038
48065,6033,1413
48067,30118,8380
48069,7891,1688
48071,39283,6340
48073,51594,11992
48075,7064,1464
48077,10369,3112
48079,2932,583
48081,3238,1085
48083,8422,2576
48085,914075,135322
48087,3026,771
48089,20913,6209
48091,129100,32206
48093,13492,4297
48095,3858,883
48097,39064,9693
48099,75818,9667
48101,1498,465
48103,4836,798
48105,3836,907
48107,5895,1379
48109,2257,586
48111,7207,1139
48113,2552213,377154
48115,13095,2510
48117,18947,3234
48119,5172,1497
48121,781321,106598
48123,20474,5292
48125,2224,661
48127,10822,2302
48129,3433,1073
48131,11434,2513
48133,18278,5417
48135,155744,21622
48137,2111,758
48139,164092,29137
48141,834825,133011
48143,41016,7785
48145,17289,4004
48147,33787,8521
48149,24963,7816
48151,3875,1176
48153,5953,1439
48155,1414,454
48157,711421,107897
48159,10639,2950
48161,19646,5012
48163,19110,3334
48165,19889,2513
48167,321184,62311
48169,6739,1035
48171,25939,9675
48173,1420,324
48175,7510,2153
48177,20558,4490
48179,22962,4745
48181,126146,29807
48183,123402,24309
48185,27358,6472
48187,150889,27355
48189,34527,6124
48191,3102,955
48193,8220,2691
48195,5532,1099
48197,3990,1077
48199,55993,12351
48201,4525519,651673
48203,66606,14535
48205,5821,1074
48207,5806,1740
48209,194843,29297
48211,4152,734
48213,79687,22345
48215,839539,119536
48217,35098,9352
48219,23273,4565
48221,55418,17518
48223,35929,8258
48225,22849,6319
48227,36491,6475
48229,3702,822
48231,90322,19359
48233,21704,4709
48235,1592,422
48237,8839,1896
48239,14756,3317
48241,35444,8797
48243,2236,965
48245,254574,49559
48247,5262,1372
48249,41318,8333
48251,160173,30241
48253,19969,3893
48255,15051,2900
48257,114852,19451
48259,40306,10163
48261,564,89
48263,680,229
48265,50761,17362
48267,4432,1738
48269,289,32
48271,3631,854
48273,31540,5398
48275,3753,948
48277,49401,12011
48279,13368,2865
48281,20473,5172
48283,7418,1516
48285,19859,6001
48287,16850,4236
48289,16966,5181
48291,79884,14641
48293,23480,5738
48295,3495,732
48297,12043,3164
48299,20195,9184
48301,74,29
48303,298042,49312
48305,5785,1293
48307,8145,2448
48309,245720,46694
48311,600,185
48313,13979,2846
48315,10140,3384
48317,5547,899
48319,4122,1351
48321,36744,8504
48323,57471,8834
48325,48548,10696
48327,2123,708
48329,159883,24676
48331,24479,6636
48333,4887,1716
48335,8774,1647
48337,19406,5647
48339,535187,96577
48341,22016,3264
48343,12530,3505
48345,1114,354
48347,65411,11946
48349,48239,10925
48351,14187,3871
48353,14990,3544
48355,358484,68411
48357,10484,1503
48359,2083,388
48361,83909,17601
48363,28109,7221
48365,23574,5727
48367,125963,26729
48369,9871,1826
48371,15804,2754
48373,46974,12746
48375,121230,19850
48377,7191,1986
48379,11246,3375
48381,130552,25788
48383,3735,608
48385,3358,1378
48387,12353,3684
48389,14791,2482
48391,7293,1985
48393,889,255
48395,16727,4255
48397,90414,14954
48399,10266,2816
48401,53026,11467
48403,10429,3930
48405,8403,2707
48407,27436,7726
48409,66867,12717
48411,5851,1673
48413,3122,711
48415,17346,3440
48417,3348,781
48419,25689,5778
48421,3067,630
48423,222277,47438
48425,8650,2134
48427,63420,9636
48429,9365,2425
48431,1139,217
48433,1084,369
48435,3894,904
48437,7541,1817
48439,1983675,306980
48441,135371,25874
48443,721,282
48445,12755,2635
48447,1541,518
48449,32664,6098
48451,116906,23527
48453,1176584,160972
48455,14481,5058
48457,21456,5960
48459,40506,9637
48461,3575,636
48463,27015,6046
48465,48976,9283
48467,53607,14526
48469,91518,19189
48471,70818,11996
48473,48443,7862
48475,11498,2149
48477,34667,9303
48479,269624,34315
48481,41430,9080
48483,5599,1286
48485,131778,25521
48487,12972,2900
48489,21839,3957
48491,508313,81426
48493,47205,10123
48495,7777,1204
48497,63247,13012
48499,43315,14771
48501,8481,1306
48503,18166,4758
48505,14415,2414
48507,12152,2252
49001,6414,1215
49003,52182,9213
49005,120288,15104
49007,20512,4558
49009,702,156
49011,334977,45623
49013,20259,3119
49015,10410,2278
49017,5020,1314
49019,9544,2258
49021,48504,7853
49023,10694,1708
49025,7246,2156
49027,12651,2764
49029,11014,1842
49031,1860,657
49033,2307,491
49035,1106700,164497
49037,15193,2833
49039,28892,5043
49041,20961,4522
49043,39731,6731
49045,63357,8290
49047,36343,4899
49049,576496,59457
49051,29306,4220
49053,155577,40002
49055,2700,712
49057,244101,38967
50001,36825,9459
50003,36054,10413
50005,30576,8308
50007,160985,31691
50009,6203,2017
50011,48816,10296
50013,6950,1982
50015,25191,5651
50017,28901,7904
50019,26951,7930
50021,59676,16414
50023,58691,15091
50025,43332,12533
50027,55485,16500
51001,32840,9713
51003,105105,24260
51005,15489,4783
51007,12802,3301
51009,31819,8552
51011,15462,4077
51013,229534,32701
51015,74390,19681
51017,4458,1200
51019,77319,21440
51021,6524,1834
51023,33149,9316
51025,16435,4495
51027,22611,6055
51029,17048,4020
51031,55158,13887
51033,29889,6464
51035,29767,8816
51036,7022,2156
51037,12176,3671
51041,335594,65652
51043,14331,3666
51045,5131,1476
51047,49795,10197
51049,9797,2590
51051,15181,4171
51053,28033,6361
51057,11083,3102
51059,1142004,205097
51061,68406,15267
51063,15594,4593
51065,26109,6641
51067,56277,16636
51069,83784,17641
51071,16867,4744
51073,37035,9239
51075,22148,6309
51077,15708,4703
51079,19213,4356
51081,11606,2403
51083,35030,10489
51085,103218,23448
51087,324073,65204
51089,51956,15335
51091,2213,1144
51093,36090,9254
51095,73028,22611
51097,7052,2107
51099,25564,4530
51101,16329,3605
51103,10848,4693
51105,24428,6175
51107,374558,46809
51109,34813,9238
51111,12369,3504
51113,13108,3779
51115,8830,3293
51117,30959,9967
51119,10710,4271
51121,97692,16371
51125,14863,5121
51127,20523,4832
51131,11998,4032
51133,12254,5416
51135,15537,3814
51137,35265,9382
51139,23694,6578
51141,17958,5697
51143,61970,17512
51145,28364,6652
51147,22903,5017
51149,37704,6858
51153,450763,60739
51155,34330,9988
51157,7359,2467
51159,8873,2400
51161,93419,25341
51163,22440,7345
51165,78653,18979
51167,27725,7582
51169,22290,6831
51171,42854,11604
51173,31298,8800
51175,18089,4637
51177,130159,23288
51179,141159,19771
51181,6670,1840
51183,11595,2584
51185,42689,11682
51187,38991,8490
51191,54457,15381
51193,17596,5792
51195,39539,9345
51197,29048,8014
51199,67196,14070
51510,154710,23816
51520,17077,4481
51530,6495,1486
51540,46487,6753
51550,235410,41793
51570,17582,4585
51580,5675,1681
51590,41911,11358
51595,5495,1252
51600,23580,4687
51610,13843,2660
51620,8334,2300
51630,28135,4113
51640,6788,2026
51650,136255,27165
51660,53064,6611
51670,22353,4703
51678,7113,1303
51680,79237,14774
51683,41379,5755
51685,16117,1822
51690,13256,3469
51700,180775,31311
51710,245752,36773
51720,4043,1034
51730,32037,7475
51735,12022,2958
51740,95536,19091
51750,17380,2037
51760,220892,39776
51770,99572,22026
51775,25521,6421
51790,24273,6341
51800,88057,17315
51810,450057,81616
51820,21620,5038
51830,14817,2733
51840,27516,5865
53001,19261,2912
53003,22259,6373
53005,190529,37874
53007,75138,18408
53009,73439,26654
53011,457474,92850
53013,3999,1371
53015,103590,26255
53017,40585,9148
53019,7568,2554
53021,89124,11049
53023,2226,729
53025,93420,17194
53027,71454,19476
53029,80323,24585
53031,30524,13626
53033,2118119,386511
53035,258903,59433
53037,43726,9312
53039,21172,6449
53041,76012,20549
53043,10344,3325
53045,61569,18441
53047,41377,11602
53049,20940,8028
53051,13066,4439
53053,845193,157501
53055,16221,6649
53057,121725,31915
53059,11498,3238
53061,771904,143234
53063,490764,105082
53065,43858,13171
53067,269885,60028
53069,4105,1698
53071,59862,13443
53073,212738,47353
53075,47794,6710
53077,248279,44560
54001,16790,4433
54003,111610,21894
54005,23236,5945
54007,14345,4105
54009,23067,6816
54011,96100,22787
54013,7450,2279
54015,8901,2226
54017,8570,2461
54019,44602,12150
54021,8305,1817
54023,11673,3470
54025,35523,10528
54027,23412,6811
54029,29921,8634
54031,13812,3692
54033,68438,17201
54035,29123,7844
54037,55673,11916
54039,187827,49628
54041,16371,4386
54043,21241,5184
54045,34428,8559
54047,19707,5272
54049,56575,14663
54051,32006,9258
54053,27000,7153
54055,60963,16998
54057,27421,7414
54059,25150,6170
54061,103715,16742
54063,13517,4299
54065,17510,5135
54067,25496,7413
54069,42906,12039
54071,7138,2313
54073,7527,1842
54075,8574,2770
54077,33760,8739
54079,56644,13622
54081,77097,20258
54083,29152,7914
54085,10005,2814
54087,14348,4117
54089,13210,4109
54091,16977,4555
54093,7035,2245
54095,8949,2551
54097,24604,6359
54099,41063,10695
54101,8637,2560
54103,15793,4523
54105,5800,1441
54107,86016,22379
54109,22130,6172
55001,20111,7417
55003,15779,4029
55005,45358,12648
55007,15004,5390
55009,258004,49706
55011,13243,3806
55013,15239,5563
55015,49737,9760
55017,63445,14882
55019,34513,7761
55021,56790,13488
55023,16313,4623
55025,522837,93985
55027,87833,20377
55029,27443,10267
55031,43503,10444
55033,44260,9015
55035,102388,20349
55037,4354,1446
55039,102082,24000
55041,9035,2759
55043,51742,11571
55045,36869,8908
55047,18745,5437
55049,23576,5649
55051,5748,2170
55053,20531,5137
55055,84586,18308
55057,26427,7133
55059,167886,31603
55061,20378,5256
55063,117582,24464
55065,16755,4075
55067,19190,5568
55069,27994,7702
55071,79680,20684
55073,135293,30856
55075,40712,12297
55077,15164,4784
55078,4506,816
55079,956586,173173
55081,45303,10280
55083,37465,10126
55085,35352,11792
55087,183288,35410
55089,87817,21950
55091,7282,2115
55093,41226,8070
55095,43328,11630
55097,70371,15091
55099,13566,4514
55101,195101,42061
55103,17626,5148
55105,161226,34912
55107,14211,4413
55109,87142,16229
55111,63340,15064
55113,16384,5431
55115,41136,11054
55117,115094,27003
55119,20344,5080
55121,29510,6978
55123,30378,7781
55125,21465,8398
55127,102917,22640
55129,15638,5285
55131,133967,30378
55133,396731,95193
55135,51651,13904
55137,24170,7579
55139,169540,35586
55141,73427,18838
56001,37944,5887
56003,11920,3267
56005,48116,6482
56007,15689,3421
56009,14166,2972
56011,7347,1964
56013,40354,9748
56015,13479,3710
56017,4741,1646
56019,8562,2495
56021,97031,20072
56023,18791,4254
56025,81023,16036
56027,2479,625
56029,29276,8475
56031,8703,2755
56033,29964,8337
56035,10037,2292
56037,44527,7015
56039,22923,4298
56041,20758,3554
56043,8253,2206
56045,7117,2073