FIPS,hospitals,icu_beds
29207,1,4
29209,0,0
29211,1,0
29213,1,18
29215,1,4
29217,1,6
29219,0,0
29221,1,0
29223,0,0
29225,0,0
29227,0,0
29229,0,0
29510,3,207
30001,1,0
30003,2,0
30005,1,0
30007,1,0
30009,1,0
30011,1,0
30013,2,20
30015,2,0
30017,1,4
30019,1,0
30021,1,3
30023,1,0
30025,1,0
30027,1,0
30029,3,22
30031,2,8
30033,1,0
30035,2,0
30037,0,0
30039,1,0
30041,1,6
30043,0,0
30045,0,0
30047,2,0
30049,1,8
30051,1,0
30053,1,0
30055,1,0
30057,2,0
30059,1,0
30061,1,0
30063,2,32
30065,1,0
30067,1,4
30069,0,0
30071,1,0
30073,1,0
30075,0,0
30077,1,0
30079,1,0
30081,1,5
30083,1,0
30085,3,0
30087,1,1
30089,1,0
30091,1,0
30093,1,11
30095,1,0
30097,1,0
30099,1,0
30101,1,0
30103,0,0
30105,1,0
30107,1,0
30109,0,0
30111,2,41
31001,1,10
31003,1,0
31005,0,0
31007,0,0
31009,0,0
31011,1,0
31013,1,0
31015,1,0
31017,1,0
31019,2,34
31021,1,0
31023,1,0
31025,0,0
31027,0,0
31029,1,0
31031,1,0
31033,1,4
31035,0,0
31037,1,0
31039,1,0
31041,2,0
31043,0,0
31045,1,0
31047,3,0
31049,0,0
31051,0,0
31053,1,0
31055,8,187
31057,1,0
31059,1,0
31061,1,0
31063,0,0
31065,1,0
31067,1,3
31069,1,0
31071,0,0
31073,0,0
31075,0,0
31077,0,0
31079,1,16
31081,1,0
31083,1,0
31085,0,0
31087,0,0
31089,3,0
31091,0,0
31093,1,0
31095,1,0
31097,1,0
31099,1,0
31101,1,0
31103,0,0
31105,1,0
31107,1,0
31109,4,108
31111,1,19
31113,0,0
31115,0,0
31117,0,0
31119,1,24
31121,1,0
31123,1,0
31125,0,0
31127,1,0
31129,1,0
31131,2,0
31133,1,0
31135,1,0
31137,1,0
31139,2,0
31141,2,5
31143,1,0
31145,1,0
31147,1,0
31149,0,0
31151,2,0
31153,2,8
31155,1,0
31157,1,22
31159,1,0
31161,1,0
31163,0,0
31165,0,0
31167,0,0
31169,1,0
31171,0,0
31173,1,0
31175,1,0
31177,1,0
31179,1,0
31181,1,0
31183,0,0
31185,2,0
32001,1,0
32003,19,535
32005,1,0
32007,1,7
32009,0,0
32011,0,0
32013,1,3
32015,1,0
32017,1,0
32019,1,0
32021,1,0
32023,1,0
32027,1,0
32029,0,0
32031,5,331
32033,1,0
32510,1,24
33001,1,10
33003,2,8
33005,1,27
33007,3,3
33009,5,54
33011,5,62
33013,3,18
33015,3,43
33017,2,17
33019,1,0
34001,2,64
34003,6,147
34005,3,82
34007,4,199
34009,1,16
34011,1,36
34013,7,267
34015,1,14
34017,6,105
34019,1,12
34021,4,92
34023,5,185
34025,5,152
34027,3,91
34029,4,106
34031,2,97
34033,2,19
34035,1,28
34037,1,10
34039,3,80
34041,2,20
35001,5,138
35003,0,0
35005,2,24
35006,2,4
35007,1,4
35009,1,8
35011,0,0
35013,2,51
35015,2,12
35017,1,6
35019,1,0
35021,0,0
35023,0,0
35025,2,8
35027,1,4
35028,1,6
35029,1,6
35031,4,5
35033,0,0
35035,2,10
35037,1,0
35039,1,8
35041,1,0
35043,1,0
35045,2,10
35047,1,8
35049,3,22
35051,1,0
35053,1,0
35055,1,6
35057,0,0
35059,1,0
35061,0,0
36001,3,120
36003,2,6
36005,6,270
36007,2,47
36009,1,0
36011,1,14
36013,3,26
36015,2,20
36017,1,7
36019,1,21
36021,1,9
36023,1,12
36025,3,0
36027,2,51
36029,6,262
36031,1,0
36033,2,13
36035,1,8
36037,1,10
36039,0,0
36041,0,0
36043,1,0
36045,3,10
36047,12,318
36049,1,6
36051,1,0
36053,2,6
36055,5,191
36057,1,8
36059,10,461
36061,12,761
36063,3,32
36065,3,51
36067,3,152
36069,3,27
36071,4,76
36073,1,0
36075,1,8
36077,2,14
36079,1,10
36081,6,129
36083,3,12
36085,2,114
36087,3,39
36089,5,20
36091,1,19
36093,2,36
36095,1,0
36097,1,0
36099,0,0
36101,3,8
36103,10,281
36105,2,10
36107,0,0
36109,1,16
36111,3,25
36113,1,24
36115,0,0
36117,1,8
36119,9,179
36121,1,5
36123,1,0
37001,1,20
37003,0,0
37005,1,0
37007,1,0
37009,1,0
37011,1,0
37013,1,8
37015,1,0
37017,1,4
37019,2,19
37021,1,166
37023,1,16
37025,1,25
37027,1,12
37029,0,0
37031,1,8
37033,0,0
37035,2,52
37037,1,4
37039,1,0
37041,1,4
37043,0,0
37045,2,57
37047,1,10
37049,1,72
37051,1,48
37053,0,0
37055,1,0
37057,2,29
37059,1,0
37061,1,9
37063,3,148
37065,1,15
37067,3,259
37069,0,0
37071,1,74
37073,0,0
37075,0,0
37077,1,6
37079,0,0
37081,2,142
37083,2,16
37085,1,14
37087,1,12
37089,2,27
37091,1,10
37093,1,0
37095,0,0
37097,3,36
37099,1,9
37101,1,24
37103,0,0
37105,1,8
37107,1,14
37109,1,10
37111,1,9
37113,2,5
37115,0,0
37117,1,6
37119,7,173
37121,1,0
37123,1,0
37125,1,68
37127,1,21
37129,2,57
37131,0,0
37133,1,14
37135,1,13
37137,0,0
37139,1,10
37141,1,0
37143,0,0
37145,1,6
37147,1,71
37149,1,6
37151,1,12
37153,0,0
37155,1,25
37157,1,9
37159,1,20
37161,1,18
37163,1,8
37165,1,8
37167,1,10
37169,1,0
37171,2,10
37173,2,0
37175,1,4
37177,0,0
37179,1,14
37181,1,20
37183,4,175
37185,0,0
37187,1,0
37189,1,10
37191,1,16
37193,1,8
37195,1,14
37197,0,0
37199,0,0
38001,1,0
38003,1,0
38005,0,0
38007,0,0
38009,1,0
38011,1,0
38013,0,0
38015,2,72
38017,2,111
38019,1,0
38021,1,0
38023,1,0
38025,0,0
38027,0,0
38029,1,0
38031,1,0
38033,0,0
38035,2,26
38037,1,0
38039,1,0
38041,0,0
38043,0,0
38045,0,0
38047,0,0
38049,0,0
38051,2,0
38053,1,0
38055,2,0
38057,1,0
38059,0,0
38061,1,0
38063,1,0
38065,0,0
38067,1,0
38069,1,0
38071,1,0
38073,1,0
38075,0,0
38077,0,0
38079,2,0
38081,0,0
38083,0,0
38085,1,0
38087,0,0
38089,1,4
38091,0,0
38093,1,6
38095,1,0
38097,2,0
38099,2,0
38101,2,19
38103,1,0
38105,2,0
39001,1,0
39003,4,62
39005,1,6
39007,4,19
39009,1,0
39011,1,6
39013,2,15
39015,0,0
39017,4,74
39019,0,0
39021,1,0
39023,2,38
39025,1,16
39027,1,6
39029,2,20
39031,1,7
39033,2,9
39035,15,680
39037,1,6
39039,3,8
39041,1,6
39043,1,18
39045,1,20
39047,1,6
39049,10,449
39051,1,7
39053,1,14
39055,1,12
39057,2,20
39059,1,11
39061,8,297
39063,1,34
39065,1,0
39067,1,0
39069,1,5
39071,2,0
39073,1,4
39075,1,4
39077,2,12
39079,1,4
39081,1,20
39083,1,12
39085,1,27
39087,1,0
39089,1,38
39091,1,6
39093,4,75
39095,7,251
39097,1,13
39099,3,67
39101,1,15
39103,2,12
39105,0,0
39107,1,5
39109,1,10
39111,0,0
39113,4,196
39115,0,0
39117,1,3
39119,1,48
39121,0,0
39123,1,4
39125,1,0
39127,0,0
39129,1,8
39131,1,0
39133,1,16
39135,0,0
39137,0,0
39139,3,37
39141,1,12
39143,2,18
39145,2,16
39147,2,9
39149,1,7
39151,3,128
39153,4,170
39155,2,42
39157,2,38
39159,1,7
39161,1,5
39163,0,0
39165,1,57
39167,2,11
39169,2,14
39171,2,7
39173,1,10
39175,1,5
40001,1,0
40003,0,0
40005,1,0
40007,1,0
40009,1,6
40011,2,0
40013,1,8
40015,2,0
40017,1,8
40019,2,13
40021,2,30
40023,1,0
40025,1,0
40027,1,77
40029,1,0
40031,3,58
40033,0,0
40035,1,0
40037,3,0
40039,2,4
40041,1,6
40043,1,0
40045,1,0
40047,2,30
40049,1,0
40051,1,9
40053,0,0
40055,1,0
40057,1,0
40059,1,0
40061,1,0
40063,1,0
40065,1,6
40067,1,0
40069,1,0
40071,2,6
40073,1,0
40075,1,0
40077,1,0
40079,1,4
40081,2,0
40083,1,0
40085,1,0
40087,1,0
40089,1,0
40091,0,0
40093,1,0
40095,1,0
40097,1,0
40099,1,0
40101,1,24
40103,1,0
40105,1,0
40107,1,0
40109,19,300
40111,2,0
40113,2,0
40115,1,9
40117,1,0
40119,2,11
40121,1,15
40123,2,12
40125,1,14
40127,1,0
40129,1,0
40131,2,6
40133,1,0
40135,1,0
40137,1,9
40139,1,0
40141,0,0
40143,12,379
40145,1,6
40147,1,8
40149,1,0
40151,1,0
40153,1,6
41001,1,2
41003,1,12
41005,3,54
41007,2,4
41009,0,0
41011,3,12
41013,1,0
41015,1,0
41017,2,36
41019,2,32
41021,0,0
41023,1,0
41025,1,2
41027,1,0
41029,3,50
41031,1,0
41033,1,12
41035,1,0
41037,1,0
41039,5,67
41041,2,0
41043,2,11
41045,1,8
41047,3,68
41049,1,0
41051,6,165
41053,1,0
41055,0,0
41057,1,4
41059,2,3
41061,1,4
41063,1,0
41065,1,17
41067,4,85
41069,0,0
41071,2,11
42001,1,8
42003,15,580
42005,1,12
42007,1,20
42009,1,4
42011,3,71
42013,3,50
42015,3,42
42017,7,90
42019,1,35
42021,2,30
42023,0,0
42025,2,13
42027,1,0
42029,5,93
42031,1,7
42033,2,27
42035,2,10
42037,2,22
42039,2,16
42041,2,45
42043,2,142
42045,4,100
42047,1,0
42049,4,88
42051,2,15
42053,0,0
42055,2,24
42057,1,0
42059,1,0
42061,1,7
42063,1,12
42065,2,5
42067,0,0
42069,3,51
42071,3,64
42073,2,18
42075,1,18
42077,3,143
42079,3,71
42081,3,32
42083,1,5
42085,4,45
42087,1,10
42089,2,44
42091,11,215
42093,1,42
42095,4,64
42097,1,6
42099,0,0
42101,15,528
42103,0,0
42105,1,4
42107,2,16
42109,0,0
42111,3,14
42113,0,0
42115,2,4
42117,1,6
42119,1,12
42121,1,8
42123,1,6
42125,4,50
42127,1,8
42129,3,51
42131,1,6
42133,5,60
44001,0,0
44003,1,15
44005,1,10
44007,6,237
44009,2,17
45001,1,6
45003,1,35
45005,1,0
45007,1,40
45009,0,0
45011,0,0
45013,2,24
45015,0,0
45017,0,0
45019,6,221
45021,1,12
45023,1,6
45025,1,6
45027,1,6
45029,1,8
45031,2,12
45033,1,6
45035,0,0
45037,1,0
45039,0,0
45041,3,98
45043,1,10
45045,6,137
45047,1,30
45049,1,6
45051,4,100
45053,1,4
45055,1,10
45057,1,20
45059,1,8
45061,0,0
45063,2,55
45065,0,0
45067,1,10
45069,0,0
45071,1,7
45073,1,12
45075,1,20
45077,2,15
45079,3,211
45081,0,0
45083,1,39
45085,1,17
45087,1,6
45089,1,4
45091,1,24
46003,0,0
46005,1,6
46007,1,0
46009,2,0
46011,1,0
46013,2,10
46015,1,0
46017,0,0
46019,0,0
46021,0,0
46023,2,0
46025,0,0
46027,1,0
46029,1,8
46031,0,0
46033,1,0
46035,1,8
46037,1,0
46039,1,0
46041,1,0
46043,1,0
46045,1,0
46047,1,0
46049,1,0
46051,1,0
46053,2,0
46055,1,0
46057,0,0
46059,1,0
46061,0,0
46063,0,0
46065,1,6
46067,2,0
46069,0,0
46071,0,0
46073,1,0
46075,0,0
46077,1,0
46079,1,0
46081,2,5
46083,2,0
46085,0,0
46087,0,0
46089,1,0
46091,1,0
46093,1,3
46095,0,0
46097,0,0
46099,4,54
46101,1,0
46102,0,0
46103,3,38
46105,0,0
46107,1,0
46109,1,0
46111,0,0
46115,1,0
46117,0,0
46119,0,0
46121,1,0
46123,1,0
46125,1,0
46127,1,0
46129,1,4
46135,1,10
46137,0,0
47001,1,25
47003,1,8
47005,1,0
47007,1,0
47009,1,16
47011,1,27
47013,2,10
47015,1,0
47017,1,6
47019,1,8
47021,1,0
47023,0,0
47025,1,5
47027,1,0
47029,1,5
47031,2,14
47033,0,0
47035,1,12
47037,9,614
47039,1,0
47041,1,4
47043,1,6
47045,1,10
47047,0,0
47049,0,0
47051,1,10
47053,1,3
47055,1,6
47057,0,0
47059,1,6
47061,0,0
47063,1,20
47065,3,215
47067,1,0
47069,1,0
47071,1,0
47073,1,6
47075,0,0
47077,1,0
47079,1,6
47081,1,0
47083,1,0
47085,1,0
47087,0,0
47089,1,6
47091,1,0
47093,4,254
47095,0,0
47097,1,0
47099,1,6
47101,0,0
47103,1,7
47105,1,5
47107,1,4
47109,0,0
47111,1,0
47113,1,76
47115,0,0
47117,1,0
47119,1,65
47121,0,0
47123,1,0
47125,1,21
47127,0,0
47129,0,0
47131,1,7
47133,1,6
47135,1,0
47137,0,0
47139,0,0
47141,1,38
47143,1,3
47145,1,6
47147,1,8
47149,3,78
47151,1,0
47153,0,0
47155,1,16
47157,6,277
47159,1,2
47161,0,0
47163,3,103
47165,2,38
47167,1,7
47169,1,0
47171,1,0
47173,0,0
47175,0,0
47177,1,8
47179,2,76
47181,1,0
47183,1,6
47185,1,4
47187,1,28
47189,1,12
48001,1,10
48003,1,0
48005,2,29
48007,0,0
48009,0,0
48011,0,0
48013,1,6
48015,1,0
48017,1,0
48019,0,0
48021,1,0
48023,1,27
48025,1,8
48027,3,90
48029,13,648
48031,0,0
48033,0,0
48035,1,0
48037,2,82
48039,3,16
48041,4,48
48043,1,3
48045,0,0
48047,0,0
48049,1,12
48051,1,0
48053,2,12
48055,1,0
48057,1,6
48059,0,0
48061,4,104
48063,1,0
48065,0,0
48067,0,0
48069,1,0
48071,2,0
48073,2,0
48075,1,0
48077,1,0
48079,1,0
48081,0,0
48083,1,0
48085,11,195
48087,1,0
48089,2,4
48091,1,12
48093,1,0
48095,1,0
48097,2,5
48099,1,4
48101,0,0
48103,1,0
48105,0,0
48107,1,0
48109,1,0
48111,1,0
48113,24,614
48115,1,0
48117,1,0
48119,0,0
48121,10,81
48123,1,0
48125,0,0
48127,1,0
48129,0,0
48131,0,0
48133,1,0
48135,2,50
48137,0,0
48139,2,18
48141,9,203
48143,1,5
48145,1,0
48147,1,2
48149,1,0
48151,1,0
48153,1,0
48155,0,0
48157,6,128
48159,0,0
48161,1,0
48163,1,0
48165,1,0
48167,1,26
48169,0,0
48171,1,10
48173,0,0
48175,0,0
48177,1,0
48179,1,8
48181,3,62
48183,2,66
48185,1,0
48187,1,9
48189,1,5
48191,0,0
48193,1,0
48195,1,0
48197,2,0
48199,0,0
48201,34,918
48203,0,0
48205,0,0
48207,1,0
48209,3,42
48211,1,0
48213,1,10
48215,6,271
48217,1,5
48219,1,0
48221,1,12
48223,1,10
48225,1,0
48227,1,8
48229,0,0
48231,1,23
48233,1,4
48235,0,0
48237,1,0
48239,1,0
48241,1,6
48243,0,0
48245,3,88
48247,0,0
48249,1,8
48251,3,35
48253,2,0
48255,1,0
48257,1,8
48259,0,0
48261,0,0
48263,0,0
48265,1,12
48267,1,0
48269,0,0
48271,0,0
48273,1,10
48275,1,0
48277,1,20
48279,1,0
48281,1,0
48283,0,0
48285,2,3
48287,0,0
48289,0,0
48291,2,0
48293,2,6
48295,0,0
48297,0,0
48299,1,0
48301,0,0
48303,4,267
48305,1,0
48307,1,0
48309,2,54
48311,0,0
48313,1,0
48315,0,0
48317,1,0
48319,0,0
48321,2,6
48323,1,10
48325,1,0
48327,0,0
48329,1,48
48331,1,0
48333,0,0
48335,1,0
48337,1,0
48339,6,97
48341,1,3
48343,0,0
48345,0,0
48347,2,27
48349,1,9
48351,0,0
48353,1,5
48355,3,115
48357,1,0
48359,0,0
48361,0,0
48363,1,8
48365,1,0
48367,1,20
48369,1,0
48371,2,0
48373,1,8
48375,3,99
48377,0,0
48379,0,0
48381,0,0
48383,1,0
48385,0,0
48387,0,0
48389,1,0
48391,1,0
48393,0,0
48395,0,0
48397,1,6
48399,2,0
48401,1,0
48403,1,0
48405,1,0
48407,0,0
48409,1,0
48411,0,0
48413,1,0
48415,1,0
48417,0,0
48419,0,0
48421,0,0
48423,4,194
48425,1,0
48427,1,0
48429,1,0
48431,0,0
48433,1,0
48435,1,0
48437,1,0
48439,22,409
48441,2,110
48443,0,0
48445,1,0
48447,1,0
48449,1,8
48451,2,29
48453,10,294
48455,0,0
48457,1,0
48459,0,0
48461,2,0
48463,1,6
48465,1,7
48467,1,0
48469,2,43
48471,1,6
48473,0,0
48475,1,0
48477,1,5
48479,2,56
48481,1,4
48483,2,0
48485,3,24
48487,1,0
48489,0,0
48491,6,90
48493,1,4
48495,1,0
48497,1,21
48499,2,0
48501,1,0
48503,2,0
48505,0,0
48507,0,0
49001,2,0
49003,2,0
49005,2,14
49007,1,6
49009,0,0
49011,3,22
49013,1,4
49015,0,0
49017,1,0
49019,1,0
49021,1,6
49023,1,0
49025,1,0
49027,2,0
49029,0,0
49031,0,0
49033,0,0
49035,10,282
49037,2,1
49039,2,0
49041,1,0
49043,1,4
49045,1,4
49047,1,4
49049,5,122
49051,1,0
49053,1,32
49055,0,0
49057,2,64
50001,1,0
50003,1,10
50005,1,4
50007,1,46
50009,0,0
50011,1,0
50013,0,0
50015,1,0
50017,1,2
50019,1,5
50021,1,13
50023,1,14
50025,2,0
50027,2,0
51001,1,10
51003,1,12
51005,1,10
51007,0,0
51009,0,0
51011,0,0
51013,2,32
51015,1,12
51017,1,0
51019,1,6
51021,0,0
51023,0,0
51025,0,0
51027,1,12
51029,0,0
51031,0,0
51033,0,0
51035,0,0
51036,0,0
51037,0,0
51041,2,106
51043,0,0
51045,0,0
51047,1,6
51049,0,0
51051,1,0
51053,0,0
51057,1,7
51059,4,178
51061,1,8
51063,0,0
51065,0,0
51067,1,4
51069,0,0
51071,1,0
51073,1,7
51075,0,0
51077,0,0
51079,0,0
51081,0,0
51083,1,12
51085,1,24
51087,1,53
51089,0,0
51091,0,0
51093,0,0
51095,2,26
51097,0,0
51099,0,0
51101,0,0
51103,1,0
51105,0,0
51107,2,33
51109,0,0
51111,0,0
51113,0,0
51115,0,0
51117,1,10
51119,0,0
51121,2,22
51125,0,0
51127,0,0
51131,0,0
51133,0,0
51135,0,0
51137,0,0
51139,1,0
51141,0,0
51143,0,0
51145,0,0
51147,1,8
51149,0,0
51153,2,24
51155,1,8
51157,0,0
51159,0,0
51161,0,0
51163,0,0
51165,0,0
51167,1,5
51169,0,0
51171,1,0
51173,1,4
51175,0,0
51177,1,12
51179,1,4
51181,0,0
51183,0,0
51185,2,12
51187,1,8
51191,1,14
51193,0,0
51195,1,8
51197,1,6
51199,0,0
51510,1,40
51520,0,0
51530,0,0
51540,1,25
51550,1,28
51570,0,0
51580,0,0
51590,1,34
51595,1,7
51600,0,0
51610,0,0
51620,1,8
51630,1,26
51640,1,10
51650,1,24
51660,1,34
51670,1,17
51678,1,0
51680,1,49
51683,1,11
51685,0,0
51690,0,0
51700,2,88
51710,3,113
51720,1,11
51730,2,28
51735,0,0
51740,1,22
51750,0,0
51760,3,159
51770,1,71
51775,1,36
51790,0,0
51800,1,12
51810,2,50
51820,0,0
51830,0,0
51840,1,48
53001,2,0
53003,1,0
53005,3,44
53007,4,20
53009,2,19
53011,2,90
53013,1,0
53015,1,18
53017,0,0
53019,1,0
53021,1,0
53023,1,0
53025,4,0
53027,2,0
53029,1,6
53031,1,6
53033,17,450
53035,1,20
53037,1,6
53039,2,0
53041,2,6
53043,2,0
53045,1,6
53047,3,0
53049,2,0
53051,1,0
53053,5,189
53055,1,0
53057,3,18
53059,0,0
53061,4,72
53063,4,113
53065,2,0
53067,2,72
53069,0,0
53071,1,28
53073,1,24
53075,2,6
53077,4,52
54001,1,0
54003,1,20
54005,1,0
54007,1,0
54009,0,0
54011,2,88
54013,1,0
54015,0,0
54017,0,0
54019,2,3
54021,0,0
54023,1,3
54025,1,12
54027,1,0
54029,1,10
54031,0,0
54033,1,20
54035,1,0
54037,1,5
54039,4,156
54041,1,6
54043,0,0
54045,1,12
54047,1,7
54049,1,14
54051,1,9
54053,1,5
54055,2,29
54057,1,4
54059,1,6
54061,2,119
54063,0,0
54065,1,0
54067,1,0
54069,2,37
54071,0,0
54073,0,0
54075,1,0
54077,1,0
54079,0,0
54081,2,43
54083,1,0
54085,0,0
54087,1,0
54089,1,0
54091,1,0
54093,0,0
54095,1,0
54097,1,4
54099,0,0
54101,1,0
54103,1,5
54105,0,0
54107,1,36
54109,0,0
55001,1,0
55003,1,0
55005,3,5
55007,0,0
55009,4,60
55011,0,0
55013,1,0
55015,1,0
55017,3,6
55019,1,0
55021,2,10
55023,1,0
55025,4,39
55027,2,10
55029,1,4
55031,1,0
55033,1,0
55035,4,48
55037,0,0
55039,3,15
55041,0,0
55043,3,0
55045,1,6
55047,1,5
55049,1,0
55051,0,0
55053,1,0
55055,1,4
55057,1,0
55059,2,27
55061,0,0
55063,2,52
55065,1,0
55067,1,4
55069,2,0
55071,2,16
55073,2,52
55075,1,10
55077,0,0
55078,0,0
55079,8,381
55081,2,0
55083,2,0
55085,1,20
55087,2,64
55089,2,46
55091,1,0
55093,1,0
55095,3,3
55097,1,12
55099,1,4
55101,2,33
55103,1,4
55105,4,33
55107,1,4
55109,3,0
55111,3,10
55113,1,0
55115,1,0
55117,2,13
55119,1,0
55121,2,0
55123,2,0
55125,2,10
55127,2,16
55129,2,0
55131,2,12
55133,4,64
55135,2,4
55137,1,0
55139,2,26
55141,2,27
56001,1,4
56003,2,0
56005,1,14
56007,1,6
56009,1,0
56011,1,0
56013,1,12
56015,1,0
56017,1,0
56019,1,0
56021,1,15
56023,2,0
56025,2,14
56027,1,0
56029,2,4
56031,1,0
56033,1,11
56035,0,0
56037,2,10
56039,1,6
56041,1,6
56043,1,0
56045,1,0